學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
105,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,碩士在職專班,男,9,2,0,0,0,0,0,0,1,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,碩士在職專班,女,52,16,0,0,0,1,3,0,2,...,...,...,...,...,...,...,10
105,公立,一般大學,0001,國立政治大學,03299056,傳播學院大一大二不分系,學士班(日間),男,111,5,1,0,0,2,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,03299056,傳播學院大一大二不分系,學士班(日間),女,305,9,0,0,0,3,0,0,0,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,03299056,傳播學院博士班,博士班,男,7,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,03299056,傳播學院博士班,博士班,女,13,2,0,0,0,2,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),男,165,2,0,0,0,1,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),男,56,6,0,0,0,1,3,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,男,7,3,0,0,0,0,0,0,2,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),女,284,3,0,0,0,2,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),女,85,3,1,0,0,1,0,1,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04111059,會計學系,博士班,女,8,3,0,0,0,0,0,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),男,96,5,0,0,0,3,1,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),男,49,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),女,110,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),女,33,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,博士班,女,5,1,0,0,0,0,0,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),男,120,3,0,0,0,2,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),男,45,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,男,23,10,1,0,1,3,0,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),女,129,3,0,0,0,2,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),女,36,4,0,0,0,2,1,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04121068,金融學系,博士班,女,6,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),男,168,4,0,0,0,1,0,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),男,35,3,0,0,0,2,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,男,5,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),女,259,4,0,0,0,4,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,碩士班(日間),女,41,3,0,0,0,1,2,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04122070,財政學系,博士班,女,6,2,0,0,1,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),男,98,3,0,0,0,2,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),男,32,7,0,0,0,1,0,0,0,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,男,14,2,0,0,0,1,0,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),女,106,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),女,34,8,0,0,0,2,0,0,1,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,女,4,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),男,108,19,0,0,0,1,6,0,4,...,...,...,...,...,...,...,8
105,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),女,161,15,2,0,0,0,7,0,4,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),男,194,8,0,0,0,2,0,0,0,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,男,28,6,0,0,0,2,1,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),女,254,11,1,0,0,4,0,0,0,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,博士班,女,21,5,0,0,3,0,1,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程,碩士在職專班,男,340,80,1,0,4,2,48,0,5,...,...,...,...,...,...,...,20
105,公立,一般大學,0001,國立政治大學,04131062,經營管理碩士學程,碩士在職專班,女,237,42,5,0,2,0,26,1,2,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),男,76,20,0,0,0,0,3,0,2,...,...,...,...,...,...,...,15
105,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),女,66,24,0,0,0,0,4,0,4,...,...,...,...,...,...,...,16
105,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),男,39,25,1,1,1,8,6,0,0,...,...,...,...,...,...,...,8
105,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,男,11,5,0,0,1,0,1,0,2,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,碩士班(日間),女,79,19,0,0,1,1,11,0,2,...,...,...,...,...,...,...,4
105,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,博士班,女,7,6,0,0,0,1,4,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,碩士在職專班,男,98,37,0,0,2,4,26,0,4,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04134042,行政管理碩士學程,碩士在職專班,女,152,36,4,1,1,1,18,2,7,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,學士班(日間),男,260,13,1,0,0,5,1,0,0,...,...,...,...,...,...,...,6
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士班(日間),男,41,5,0,0,0,1,2,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士在職專班,男,58,24,3,0,2,3,9,0,5,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,博士班,男,14,5,0,0,0,1,3,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,學士班(日間),女,263,5,0,0,0,4,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士班(日間),女,42,7,0,0,0,3,2,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士在職專班,女,44,17,1,0,0,3,2,2,6,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,04134043,地政學系,博士班,女,7,4,1,0,0,0,2,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),男,119,4,1,0,0,1,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),男,44,4,0,0,0,1,2,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,博士班,男,1,3,0,0,0,0,0,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),女,217,9,2,0,0,3,2,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),女,67,7,0,0,0,3,1,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),男,34,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04143055,廣告學系,碩士班(日間),男,1,1,0,0,0,0,0,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),女,134,3,3,0,0,0,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04143055,廣告學系,碩士班(日間),女,1,3,0,1,0,0,1,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),男,69,20,0,0,2,3,3,0,0,...,...,...,...,...,...,...,12
105,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,男,22,7,0,0,2,0,1,0,2,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),女,78,18,0,1,1,0,4,0,3,...,...,...,...,...,...,...,9
105,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,博士班,女,9,7,2,0,1,0,2,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),男,350,7,0,0,0,2,0,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,碩士班(日間),男,134,31,0,0,10,7,6,0,1,...,...,...,...,...,...,...,7
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,博士班,男,29,19,0,1,0,3,6,0,5,...,...,...,...,...,...,...,4
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),女,386,4,1,0,0,1,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,碩士班(日間),女,125,45,0,1,13,10,9,0,3,...,...,...,...,...,...,...,9
105,公立,一般大學,0001,國立政治大學,04211073,法律學系,博士班,女,16,9,1,0,0,2,3,0,3,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04211075,法學院碩士在職專班,碩士在職專班,男,153,66,0,0,32,1,29,0,4,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04211075,法學院碩士在職專班,碩士在職專班,女,115,49,1,0,21,0,16,0,11,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,04212074,法律科際整合研究所,碩士班(日間),男,49,10,0,1,4,1,2,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,04212074,法律科際整合研究所,碩士班(日間),女,54,11,1,0,4,3,2,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,05331077,應用物理研究所,碩士班(日間),男,18,3,1,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),男,147,14,1,0,0,8,0,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,05411078,應用數學系,碩士班(日間),男,34,6,0,0,0,1,4,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,男,5,4,1,0,0,1,2,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),女,41,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,05411078,應用數學系,博士班,女,2,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),男,130,2,0,0,0,1,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),男,47,4,0,0,0,1,2,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),女,84,4,0,0,0,1,1,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),女,22,3,0,0,0,2,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),男,211,9,0,0,0,6,0,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),男,55,7,0,0,1,0,2,0,0,...,...,...,...,...,...,...,4
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,男,45,23,1,0,2,2,3,0,2,...,...,...,...,...,...,...,13
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),女,121,8,0,0,1,3,0,0,0,...,...,...,...,...,...,...,4
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),女,24,2,0,0,0,1,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,博士班,女,7,5,0,0,0,0,0,0,2,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),男,162,9,0,0,1,3,0,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),男,82,13,0,0,1,2,3,0,0,...,...,...,...,...,...,...,7
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士在職專班,男,55,25,0,0,0,1,10,0,4,...,...,...,...,...,...,...,10
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,男,13,4,0,0,0,1,1,0,2,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),女,45,3,0,0,1,1,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),女,22,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士在職專班,女,23,5,0,0,0,0,2,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,博士班,女,2,2,0,0,1,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,博士班,男,7,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),男,21,5,0,0,0,1,0,0,1,...,...,...,...,...,...,...,3
105,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),女,24,6,2,0,0,1,0,0,2,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,09121083,神經科學研究所,碩士班(日間),男,5,3,0,0,1,0,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,09121083,神經科學研究所,碩士班(日間),女,8,2,1,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),男,15,3,0,0,0,0,1,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,男,7,2,0,0,0,0,1,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),女,39,22,0,0,2,1,11,1,2,...,...,...,...,...,...,...,5
105,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,博士班,女,5,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),男,85,4,0,1,1,0,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),男,23,14,1,0,1,0,5,0,0,...,...,...,...,...,...,...,7
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,男,28,4,0,0,0,0,3,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),女,275,1,0,0,1,0,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),女,83,16,1,0,1,0,3,2,5,...,...,...,...,...,...,...,4
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士在職專班,女,122,8,1,0,1,0,4,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,女,35,4,1,0,2,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0002,國立清華大學,01112083,人力資源與數位學習科技研究所,碩士班(日間),男,30,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0002,國立清華大學,01112083,人力資源與數位學習科技研究所,碩士班(日間),女,37,8,0,0,3,0,3,0,1,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),男,29,1,0,0,1,0,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),男,3,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),女,157,2,1,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),女,51,23,1,0,0,0,13,0,4,...,...,...,...,...,...,...,5
105,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),男,40,3,0,0,1,0,0,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),女,306,4,0,0,0,0,1,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),女,33,12,1,0,3,0,3,0,1,...,...,...,...,...,...,...,4
105,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士在職專班,女,37,3,0,0,0,0,1,0,1,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),男,29,4,0,0,1,0,1,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士在職專班,男,17,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士班(日間),女,35,5,0,0,1,0,2,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0002,國立清華大學,01131085,數理教育研究所,碩士在職專班,女,59,7,0,0,0,0,1,0,3,...,...,...,...,...,...,...,3
105,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),男,26,3,0,0,3,0,0,0,0,...,...,...,...,...,...,...,0
